,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value
0,624.2943077094393,333.5266493270058,0.0,394.48113714006786,0.0
1,591.982956319871,321.7503691607168,0.3482220916851363,22.81097048746932,0.12538797581016833
2,905.6859449791289,307.10111758393475,2.540255577691829,10.53015488012467,3.955446634623595e-12
3,1165.7774116734533,277.621665662681,2.9629563787624194,8.186406934131774,3.7807714261397862
4,1506.7919936841522,282.37930116166905,4.571013447355868,10.161693737670554,1.0478689180581733
5,1798.9271131078485,252.72483215973878,4.278686133769166,8.964512976511555,2.800023550178999
6,1892.7500660213138,244.89915242752406,7.115825846894865,9.345080099319208,1.9550779229992736
7,1966.0192628122127,223.16221729907687,8.958613985095655,9.889074653723245,0.9994229975013881
8,2051.2024538094124,212.64296961538705,9.848388229662664,9.92454203275093,0.9055484721382814
9,2115.5020769539906,199.93193554707088,11.536237777617279,11.46720465811054,0.08631596858704384
10,2580.6594368412743,175.22656402477568,11.982473382161917,370.31197032662095,0.0
