,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,497.06335829415474,274.80285300882684,0.0,332.4142928900265,0.0,67.08855933356008,0.0,43.06522827113845
