,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,626.3442639885862,317.0727477316174,0.0,398.79189108413925,0.0,54.46530277208159,0.0,35.05507205508885
