,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,642.4889615444635,354.9573084399546,0.0,388.89221761330225,0.0,61.63334097716914,0.0,39.727223531624205
