,Degradation0.0,Degradation0.1,Degradation0.2,Degradation0.3,Degradation0.4,Degradation0.5,Degradation0.6,Degradation0.7,Degradation0.8,Degradation0.9,Degradation1.0
0,0.13110644266754232,0.3511796314123484,0.6506378503194962,1.0612565396680669,1.851697284214147,1.7068738213166321,2.4719643398413442,2.4156812038769,3.0981885001421374,3.8276873477709734,3.175862058509195
1,0.7218555817888755,0.7606607132441626,0.8146135906884949,0.9522875980783883,1.037475637866093,0.9502623887251815,1.1364792669545527,1.2268465304659248,1.4074778212270824,1.5812754537410225,1.7737282588095955
2,0.07773968752818111,0.3125258498395209,0.4104970805662631,0.7118277071081069,0.9793922555440369,0.9344330700487593,1.51107951216272,1.410350243357613,1.8743311789546706,1.8252207885113254,2.5906843775493136
3,1.1818607014447295,1.255555443490475,1.3114708295274766,1.597577505318182,1.7762415247138394,1.7456457325573023,2.1597973313257905,2.2231666735901925,2.688795502953199,3.023673752351468,3.1968486986554656
4,0.5209827533976605,0.9249040186151678,0.9335359651414024,1.487405601538438,1.8651643166403011,2.1364204223420735,3.221309476926834,3.343613125793154,3.9494763035891114,4.340690839015069,4.34209555393533
5,1.164192590609379,1.2013746356809298,1.2314341736459873,1.3718949344909896,1.6012742829279072,1.8009304129384436,2.2954474777674614,2.4822641596998003,2.9550565334015286,3.1892937038082456,3.38785928993068
6,2.0051040571088423,2.0834322367615177,2.1411375029663513,2.44486488626133,2.6833459606473693,2.549121077791639,3.173455304192712,3.1191507922246546,4.00910850184134,4.127977555590559,4.358850036597998
7,2.907355579882696,2.9849413369879487,3.0101467308133554,3.213378423915107,3.3051718680250084,3.276245785426645,3.5500915021479846,3.6515705669144816,4.127507104891611,4.293935055403857,4.475661693100579
8,0.207124621776684,0.5686738069006689,0.9397207201506501,1.6793496826236254,2.0341527385660427,2.6075959564487547,3.8422899359961358,3.816978441205154,4.027194627645355,4.725774508320918,4.77990081997283
9,10.547862123539662,10.61741054710433,10.769673163834788,10.924033163701516,10.948532046401375,11.005430294619506,11.203542308492121,11.217360652384855,11.347758963961581,11.425506922908347,11.520487180569365
10,0.055994320480389194,0.3215834573475681,0.46563064103575835,0.6836585831959862,1.433253928729783,1.3483381935682432,1.6880656316938931,1.9662713152690712,2.188342274353705,2.7685568625929933,2.643920471223521
11,1.7448844976151936,1.9347367250347882,2.146609800846148,2.3635789029310494,2.563357301701654,2.5590446715977384,2.960057997096427,2.9711072882898057,3.2505628926904886,3.1951464490637833,3.591102893247871
12,4.239802948227257,4.3877986580139146,4.474393574566825,4.711197344112401,4.975102663161245,4.83597168253314,5.182647321215051,5.235765466783946,5.447517928857763,5.8677615949468915,5.522191015705278
13,1.4939067192055924,1.672678082318492,1.9060566561959074,2.2496285746541633,2.72104926398766,3.0268568435109784,3.740398769596986,4.014373106621059,4.470328017030872,4.980897824405075,4.861310813533484
14,0.7160568172680867,0.8551958724229712,1.0784848200929977,1.3267245441294113,1.7389028453191535,1.634631407191601,2.168427933548838,2.1843933438952594,2.619776418120716,2.851447740996576,3.085569828178115
15,4.752449977335205,4.804252821362571,4.8235668733397565,4.954745475763254,5.0824052682280785,4.9974624761672874,5.164125760986475,5.308431879298249,5.394172366261008,5.519730417833305,5.653100645414891
16,0.07257516287799322,0.47339641604585614,0.6085642774812345,0.956934937203034,1.4093726177322516,1.3144123650266177,1.8664746112307071,1.8772974280930188,2.320012356731335,2.5971381963735998,2.8791800283222453
17,2.666253822297822,2.78877643923221,2.7963614460644655,3.0194167207624827,3.1601205762720825,3.186506462548201,3.495550219922154,3.5505773512683825,3.908200031379767,4.082468750518778,4.316076070841342
18,0.6607873426227562,0.8830819420889074,1.0454001942249158,1.4971305758874454,2.093061273449415,1.9752440588343279,2.6507714012999037,2.7659173106499595,3.3068274097679167,3.9299194104474644,3.743152636170178
19,0.05101100715087803,0.44869301110952736,0.4106284547214327,0.7194888293009354,0.9337351365301264,0.7547081784836077,1.1568290883266823,1.2195080115829895,1.6332971912644672,2.0571483897323066,1.9889307612703384
20,1.1523232444483325,1.2744220635588923,1.379614992355892,1.6344564194860698,1.8134080200251288,1.694078844673639,2.028547395901371,2.068170791462436,2.438905864971816,2.8479199089711247,2.7703999009374316
21,1.9704926812384764,2.2011858043493935,2.4219847293969843,2.758034909892664,3.1304699585358318,3.1858200874497595,3.646236643505229,3.8262686553048497,4.294069680375132,4.47488319941301,4.6197257408262224
