,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost,Objective Recalc
0,517.6404596917123,291.1494922597699,0.0,327.2676169954163,0.0,61.73492688296174,0.0,39.04172268051224,517.6404596917123
1,494.0469930411267,281.9723007672991,1.3617202359431742,20.318202401337963,3.106060729830744e-17,67.97365895139811,3.24098871430169e-12,43.106459512922164,192.57210494025668
2,772.7491969996668,256.2270685580402,1.6350204101268455,9.085163844521341,0.809854694847289,73.00030489256433,0.424688390566335,45.77016406797658,148.5619501564284
3,1032.892655535308,248.22163563958878,5.975004196895952,9.670550400054553,2.6304363399991493,79.84957345747037,1.3338150000145519,52.318871860022654,132.99536625903087
4,1253.117951262388,246.79970958940595,4.735171825984039,8.581135270172359,1.7673159052631324,94.44144767609484,0.883040789233574,59.136686769218535,107.42215735627855
5,1546.9434110799032,224.86410140741884,3.371753191822253,7.500357116804373,3.4580354649013314,95.48668217281616,1.7696553550327345,59.22603423380009,82.71187541929781
6,1613.7024582993329,215.41345579887155,7.147513710018703,9.12957827927724,0.9026544564603786,111.08250741226584,0.44306603306471126,70.31358923013137,50.75403956916594
7,1752.0595336101796,197.82406056764302,5.136049101943322,7.45366013459608,3.4503658872294323,113.80690040473863,1.7503332484026846,71.89506433803174,26.411837700238777
8,1761.6196578583233,183.9911591656791,9.056540858984878,9.67055040000048,1.3714183682460441e-14,125.28134061761912,1.6232367577684756e-13,80.7569074704126,-3.319997663367417
9,1837.7379833067487,178.89101575694974,9.693220733234094,10.615892022285848,0.08707976832407947,137.43367427094802,0.13663552834954393,87.5340546727167,-25.81715619122049
10,2207.545179699582,152.158249334775,10.288234443620698,308.08246637767445,0.0,138.75991041473972,0.0,89.27663877330127,242.49240096802913
