,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,602.7533863343979,302.92210478057086,0.0,374.72284384969373,0.0,45.56495237508509,0.0,29.32660992078165
