,Cycles0.0,Cycles0.1,Cycles0.2,Cycles0.3,Cycles0.4,Cycles0.5,Cycles0.6,Cycles0.7,Cycles0.8,Cycles0.9,Cycles1.0
0,0.22567088648017647,0.2578613517292091,0.33051152500337233,0.3861004187365229,0.4636963142560986,0.607414808673087,0.8355284302542164,0.839647418777588,0.96609088531529,0.9976873949158612,1.1463653688473625
1,0.14296202575741035,0.1942195759441853,0.2422928367743687,0.3222723893120712,0.4400999196140851,0.5246093016187019,0.7554986604152313,0.7941735787916652,1.035513492058645,1.3833955184703184,1.2158446132919074
2,0.05936708913111887,0.13071517851573142,0.30549317862809583,0.3574932311967335,0.4509236912514255,0.5722700266432811,0.8246053700109678,0.8752799502595076,1.051492708504217,1.3220384783826047,1.2400930727754513
3,0.45445569667061114,0.48101123806639895,0.5590778330219565,0.6108673171281607,0.6957592832035028,0.8379828653654714,1.088063935509802,1.1027715893897798,1.1837233741045128,1.3069771841971156,1.4097852209873274
4,0.4098481015546286,0.4209351082431586,0.47170138159607644,0.49418235493840057,0.5245062389178028,0.5712928400647457,0.6571635642650129,0.7720817528472222,0.882860425008375,1.012786425266039,0.9780772241967256
5,0.11883544351259345,0.16077700687811392,0.29359508015285096,0.32813814865768315,0.40776564183732783,0.5205868729386339,0.7725892469001543,0.7925101521156455,0.9046858019255966,1.0278393400791401,1.1535436016805007
6,0.2455949370169324,0.2596196191442223,0.3176646857269946,0.34702690722693047,0.4526964548387791,0.5181997466092962,0.6632046858968756,0.7800573569648713,0.938301254958949,1.0089335389120284,1.108847435826849
7,0.8950886077349101,0.901035927078004,0.904042493315073,0.9108083529260703,0.9124245889829103,0.9305220267367413,0.9228529900660616,0.9512235931211349,0.9647167678034848,1.012432875961052,1.012888084881292
8,0.28855696228724476,0.2965636344724325,0.333633009292884,0.34792461042995004,0.4634564501253935,0.5112065275152973,0.6493493742846663,0.7102525723495497,0.6695375241107921,0.831293496070892,0.8448410350433602
9,1.1387848105184681,1.1758733982953116,1.1916865800141725,1.261775459384732,1.3577824864605503,1.4274024584029483,1.6067132808849443,1.6731183052969145,1.7402149070518615,1.921647986573808,1.842624755479339
10,0.10521519036816734,0.1766784410829026,0.28799410728468655,0.38475360717902063,0.575286251340955,0.7247289180905021,1.029991944666769,1.0606250061825873,1.2875203360075158,1.500123210368972,1.4511025742082386
11,0.1191645572644785,0.13838456012781278,0.2193844024453953,0.23276307800032317,0.35312250645515897,0.3852768545357962,0.6219796336288037,0.6662747845262391,0.8200456919386386,0.8985431878856673,0.9714868982421238
12,0.007240506662491858,0.04043945644828801,0.20808723891806538,0.17391399360356372,0.26474737402378606,0.22134748901501028,0.38813248241693554,0.5084936281842474,0.563757425784662,0.6654695708433719,0.6387547342878885
13,0.549291139526584,0.5581342692485238,0.6171619712887257,0.6124972196314444,0.6562751760367878,0.6845694468797519,0.7436256890623788,0.8670098569307247,0.8972511041279647,0.9307406258849729,0.9366399362120348
14,0.7026835445511108,0.7087322291778244,0.7633804167136159,0.7563633081359026,0.7919441495957993,0.8100233074260391,0.8698610786249769,1.0002473919364454,1.0332792153964239,1.025862314140355,1.0200938904039893
15,0.4373164560812235,0.4689533976934511,0.5794264023711369,0.5657791117368326,0.6959033285360461,0.6450511890493168,0.8639572220596854,0.925620847624378,0.9186829728815439,1.1337330410074895,1.065375175623806
16,0.7670126586281,0.8058351260364123,0.8328450348436197,0.8914080930006483,0.9933879910664629,1.1039312913197408,1.2207725734896637,1.2801630612765464,1.3777175961378187,1.3803475588149876,1.526838995193963
17,0.3922278484079673,0.41096920202768994,0.4438220429778005,0.467437765587144,0.5600512681564911,0.6357022584939392,0.7343490426794277,0.8088412676226013,0.9497698988064596,1.1139701428492175,1.0904434820594282
18,0.06921519017120051,0.09520663165708969,0.1490426431031428,0.18374176011106202,0.2935221684064161,0.35385916256928585,0.44742798430410186,0.47512629918275834,0.5395243131990376,0.6204067703946607,0.6991051874671474
19,0.8518734179672187,0.8625978558654361,0.9099205515504107,0.9278697075033816,0.9511450365875768,0.9671069641876253,1.0064013157354732,1.0940602284951422,1.123789805662796,1.1933839586023318,1.181345513436936
20,0.150582278955809,0.21913354650612804,0.2924564000752995,0.3859913501093547,0.5231495958505403,0.6722987783303833,0.7403125751520512,0.8619259096007725,0.9598169826030426,1.2908150433246983,1.077829638261148
21,1.1190379750109742,1.1611761028993555,1.2556891736556226,1.2806585656278227,1.334979271840441,1.4030775593015141,1.4952236692718817,1.565830120038756,1.6223089887815207,1.6732965536549143,1.5184753660091777
22,0.3048354433020579,0.3410867925760292,0.39726882346563136,0.4101535847628998,0.44658466237157085,0.49719549801436347,0.5177600453335403,0.6117777619040259,0.6706399098939797,0.6965386791342818,0.7752656612440258
23,0.5264556965300546,0.5800599437995952,0.6524964330575578,0.6674421605352436,0.7191414677676733,0.7925751351012538,0.84571913111144,0.9303989260046411,1.024776886164393,1.067103467368944,1.0660968849894275
24,0.19888607661609695,0.27170733474866565,0.31631530171854577,0.4209002320320272,0.5318914909342705,0.511796283659688,0.6179679624344914,0.6910872159039575,0.7921167502420088,0.8761005228522788,0.9576080807275094
25,1.0675949368889444,1.0870317076201463,1.1173366342832827,1.1373477215345162,1.200593368708677,1.2267656781594318,1.2437100085476036,1.307591380806727,1.3608628610961384,1.4082591164293918,1.322520292652042
