,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,654.357369048173,345.34658237386395,0.0,402.10197052695213,0.0,56.63782752322948,0.0,36.45335632941348
