,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,656.6571393090869,319.555024774005,0.0,399.6064842847346,0.0,38.01817792312827,0.0,24.48619182652447
