,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost,Objective Recalc
0,86.47424555197104,99.94804230409132,0.43123252668634265,3.726500192992658e-10,5.0424744097051184e-12,71.31611748294931,2.655973691982835e-10,45.90062865917545,-16.837471311235003
1,121.41222016363508,75.88474320868893,0.4070865679703289,6.2596986216913e-12,9.929334948589587e-14,71.09941148563944,4.8763283775892946e-12,45.76115189918154,-40.568733608160244
2,181.16320809144096,71.5853196358786,0.24824568751559054,5.1478722790191265e-11,9.827911957086272e-13,70.08093451626287,2.8966947691381757e-11,45.105637621760316,-43.35300681460551
3,125.63679524871264,94.09663524944443,0.34241892353334863,1.2117460590453688e-10,3.0926151881807247e-12,70.45248147145273,7.958780485484399e-11,45.344773448346686,-21.35820074677695
4,161.8839935033581,82.98169227925919,0.12957924079330976,1.2054204147498026e-11,9.506139136285153e-14,69.82447749031485,6.225625552078856e-12,44.940576214984915,-31.65378218524134
5,102.91785282532145,74.84511184780297,0.24262074975238657,6.248991738362647e-13,1.370502894936201e-14,70.73212712026356,2.576071235205579e-13,45.634398792897116,-41.27879331560493
6,226.49368350148376,84.11134700568664,0.6518326322771444,1.5157590846456401,0.19803118130393954,72.03138111503961,0.2102801132538173,46.49632906677374,-32.26102039115379
7,188.81686028552102,91.9107633233738,0.45213901203602097,2.3142890342757203e-12,5.263932163010672e-14,70.18357855131276,1.2336057108641019e-12,45.28134081581619,-23.10201703171799
8,167.77267861538562,144.6991401027961,0.6083226313747857,1.1205209660876523e-11,1.849881759388864e-13,74.48397671007793,5.675270995943615e-12,47.93953284651727,22.883953177581418
9,283.91122378500864,208.535107958107,0.64781574553094,2.3667527180887544e-10,4.642150117584815e-12,76.91340537059918,1.2087885488941246e-10,49.61280602327016,82.65671230988903
10,278.3138498798022,250.10267953400586,0.6820758265491539,1.8818861673932307e-10,7.67963457960302e-12,76.32416190037337,1.160018807470339e-10,49.123916683729846,125.33667677653165
11,764.3216048021766,375.3497682455112,2.7682282092037838,3.382104624561447,3.4669736018168815,79.3771844224577,1.4322017647745233,50.933841089877724,253.22384740398348
12,470.3827113141631,507.8131207224511,0.24667550982673359,3.731431244195429e-12,2.676212746840124e-13,78.26164851493078,3.228815924867516e-12,50.37092587327774,379.4272218440701
13,283.62735144951193,239.40553146552173,0.33209413769709095,0.43866183445549045,0.4600964308610081,75.98109340129258,0.40653716611228924,49.16476652289798,115.08398677823247
14,204.87063502516958,168.8554409703536,0.3318259408537676,1.9970566156197872e-12,1.918144076622891e-13,74.58885946491846,1.7204991141057818e-12,48.00703770460523,46.59136974168417
15,3647.998914042662,2570.1244438529725,8.522193341600726,5.3365255446709305,4.125101214004174,1101.6508390178853,2.04901904477488,709.6176632631119,774.7907426274766
