,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,553.6851931603475,308.2986514732482,0.0,367.28004183759134,0.0,74.35606008332576,0.0,47.53744006716637
