,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,536.2454373611703,299.45367532951957,0.0,375.0607435075913,0.0,84.12455772031798,0.0,54.144423755622576
