1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.971489343668380023e+00,3.929387832914862155e+00,3.286449812663815973e+00,2.331918803159666265e+00,8.525089955441378375e-01,1.167363789843367972e+00,3.231542760756617838e+00,3.146826434848725818e+00,1.454312029741959167e+00,9.549840379747449870e-02,2.188127563303793877e-01,1.188927945570684708e+00,7.499614686073186043e+00,1.091255005051021021e+00,7.976925493722558658e-01,4.287461544724221474e-01,5.545068607196106114e-02,2.687274343671494758e+00,1.490463702516224564e-01,4.645046629720960496e+00,3.522749468357688207e-01
1.971489343717599763e+00,3.929387833001247721e+00,3.286449812742187060e+00,2.331918803256137540e+00,8.525089956715063977e-01,1.167363789971165078e+00,3.231542760821865201e+00,3.146826434893435387e+00,1.454312029839302411e+00,9.549840387820876519e-02,2.188127563608609771e-01,1.188927945642255013e+00,7.499614686148087017e+00,1.091255005138479506e+00,7.976925494692133078e-01,4.287461544929029866e-01,5.545068612624075993e-02,2.687274343722129366e+00,1.490463703597084411e-01,4.422917060207761430e+00,3.522749469250953669e-01
1.971489343670927985e+00,3.929387832910124168e+00,3.286449812659640646e+00,2.331918803164942489e+00,8.525089955704835409e-01,1.167363789873937963e+00,3.231542760759786859e+00,3.146826434811441420e+00,1.454312029745419288e+00,9.549840378249919992e-02,2.188127564082641696e-01,1.188927945569716371e+00,7.499614686076306214e+00,1.091255005063680672e+00,7.976925493677163859e-01,4.287461544305650185e-01,5.545068607755000017e-02,2.687274343671462784e+00,1.490463702538147861e-01,4.645046629718165399e+00,3.522749468399261064e-01
1.971489343690232543e+00,3.929387832940567371e+00,3.286449812680514615e+00,2.331918803196038059e+00,8.525089956078685249e-01,1.167363789911037619e+00,3.231542760784199331e+00,3.146826434842185716e+00,1.454312029783851212e+00,9.549840382873557576e-02,2.188127563451068847e-01,1.188927945598050151e+00,7.499614686097769045e+00,1.091255005093346941e+00,7.976925494084161627e-01,4.287461544531903646e-01,5.545068609525509451e-02,2.687274343690889022e+00,1.490463702960216907e-01,4.422917060150067137e+00,3.522749468712764176e-01
1.971489359394139163e+00,3.929387855061985402e+00,3.286449831036335922e+00,2.331918826592657812e+00,8.525090239889198118e-01,1.167363817306340090e+00,3.231542777981356807e+00,3.146826457975762548e+00,1.454312055532817061e+00,9.549842658996321454e-02,2.188127649338290903e-01,1.188927966286689619e+00,7.499614705555061711e+00,1.091255026431008801e+00,7.976925796744215313e-01,4.287461719729368514e-01,5.545070018877519546e-02,2.687274357703463679e+00,1.490464007288242465e-01,4.645046643577257939e+00,3.522749721936926925e-01
1.971489343671467109e+00,3.929387832912306422e+00,3.286449812658760905e+00,2.331918803165518916e+00,8.525089955707404465e-01,1.167363789874381164e+00,3.231542760756703547e+00,3.146826434811527129e+00,1.454312029748205060e+00,9.549840379850473016e-02,2.188127563293439659e-01,1.188927945581713663e+00,7.499614686174314038e+00,1.091255005032232717e+00,7.976925493687441193e-01,4.287461544062902696e-01,5.545068609487348310e-02,2.687274343671580024e+00,1.490463702686224412e-01,4.645046629726357068e+00,3.522749468377902593e-01
1.971489343670648653e+00,3.929387832911632294e+00,3.286449812658164493e+00,2.331918803164678700e+00,8.525089955717410906e-01,1.167363789873956836e+00,3.231542760759761546e+00,3.146826434810373829e+00,1.454312029744616819e+00,9.549840378829435594e-02,2.188127563291601130e-01,1.188927945570212641e+00,7.499614686095856797e+00,1.091255005063213046e+00,7.976925493709198234e-01,4.287461544303202143e-01,5.545068607585425940e-02,2.687274343670922327e+00,1.490463702532759394e-01,4.645046629713951880e+00,3.522749468355813596e-01
1.971489343730563615e+00,3.929387832980161033e+00,3.286449812723041042e+00,2.331918803252222450e+00,8.525089956705297345e-01,1.167363789965787824e+00,3.231542760805984127e+00,3.146826434885354740e+00,1.454312029852882215e+00,9.549840387888172688e-02,2.188127563660784980e-01,1.188927945622586968e+00,7.499614686151471865e+00,1.091255005130589151e+00,7.976925494398101613e-01,4.287461544454455042e-01,5.545068612123393859e-02,2.687274343709353808e+00,1.490463703690050878e-01,4.645046629769596258e+00,3.522749469107865350e-01
1.971489343689366569e+00,3.929387832936469760e+00,3.286449812678922111e+00,2.331918803190579759e+00,8.525089956016379533e-01,1.167363789904127147e+00,3.231542760778962187e+00,3.146826434849677057e+00,1.454312029775720605e+00,9.549840382307006603e-02,2.188127563387549657e-01,1.188927945592270552e+00,7.499614686097817895e+00,1.091255005087584662e+00,7.976925494019246887e-01,4.287461544498567534e-01,5.545068608475235694e-02,2.687274343686437028e+00,1.490463702817508840e-01,4.422917060147529611e+00,3.522749468639251313e-01
1.971489343700515873e+00,3.929387832952900173e+00,3.286449812692708861e+00,2.331918803208448132e+00,8.525089956220763820e-01,1.167363789928017370e+00,3.231542760791572544e+00,3.146826434854442134e+00,1.454312029794820882e+00,9.549840384035362950e-02,2.188127563453660107e-01,1.188927945608093673e+00,7.499614686112357376e+00,1.091255005103057618e+00,7.976925494246410731e-01,4.287461544629558308e-01,5.545068610353341698e-02,2.687274343697027223e+00,1.490463703090264824e-01,4.645046629745877453e+00,3.522749468789271865e-01
1.971489343666637861e+00,3.929387832925594015e+00,3.286449812670707349e+00,2.331918803179543254e+00,8.525089955876860026e-01,1.167363789891251225e+00,3.231542760770523159e+00,3.146826434813344342e+00,1.454312029763216385e+00,9.549840380756725866e-02,2.188127563222025673e-01,1.188927945581307766e+00,7.499614686086107262e+00,1.091255005076541273e+00,7.976925493863592509e-01,4.287461544420050896e-01,5.545068609073987298e-02,2.687274343669135312e+00,1.490463702726827766e-01,4.645046629725137599e+00,3.522749468524512539e-01
1.971489346316183777e+00,3.929387835542363927e+00,3.286449814789658141e+00,2.331918805883261392e+00,8.525089987699704386e-01,1.167363793010286255e+00,3.231542762784104017e+00,3.146826437492005191e+00,1.454312032739204952e+00,9.549840642584268846e-02,2.188127573069701959e-01,1.188927947866719625e+00,7.499614688379545591e+00,1.091255007531235721e+00,7.976925528426977996e-01,4.287461564611383391e-01,5.545068787428491380e-02,2.687274345300671552e+00,1.490463736501353165e-01,4.422917065214003074e+00,3.522749493729420700e-01
