1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.311064599251932083e-01,6.515073222617553395e-01,7.655188087536876629e-02,9.008300809546853083e-01,5.186392215149604468e-01,6.962692468365788701e-01,1.257711318298771808e+00,1.715393054245479609e+00,2.071246250214606455e-01,1.017516390569176110e+01,2.047668586509765742e-01,1.214049064060602756e+00,2.394796003551283636e+00,1.518597197995731563e+00,6.914088274249829968e-01,2.833679174749443863e+00,7.257516521191222092e-02,1.734943340732459705e+00,6.519330376260097371e-01,5.101100924470004100e-02,7.376294835600791799e-01,1.497410383289938585e+00
1.311064425106869824e-01,3.713535059816450712e-01,7.773968741111299263e-02,6.337531237959296293e-01,5.209827532289746932e-01,9.996375453502162056e-01,1.505220533739811462e+00,2.402474026807772223e+00,2.740066328671276752e-01,1.064133369659466588e+01,1.603575939823403407e-01,1.522482471681745331e+00,3.992143592607210412e+00,1.530712220180768801e+00,7.160568171366017420e-01,4.755190700302062368e+00,7.257516272907398036e-02,1.370686867870679393e+00,4.426793132274520204e-01,5.965203380827592550e-02,1.188338169899722407e+00,1.549590746390445695e+00
1.653150829590236959e-01,7.250052248571067226e-01,7.320433654329447370e-02,1.185138203364030973e+00,5.209827533476696360e-01,9.480719400859273227e-01,2.032325545767106778e+00,2.934527296128643936e+00,2.071246217093836439e-01,1.059421774090693269e+01,2.593024043637758291e-01,1.884080365951359637e+00,4.330419437394238180e+00,1.556776854575512070e+00,4.781669315840242351e-01,4.759219674463690097e+00,1.373658786880020410e-01,2.682185157113972096e+00,6.907799189375269933e-01,1.423461489120413370e-01,1.173370518023180820e+00,2.085913322037189044e+00
1.990681983882229278e-01,7.252400300973895764e-01,8.668682025411544867e-02,1.186619614005834045e+00,5.209827531881816576e-01,1.196103748122158583e+00,2.035262398996691147e+00,2.938742647998028090e+00,3.021923903519805887e-01,1.054786217319778885e+01,3.022327656100894933e-01,1.838629349930375634e+00,4.329784239682512137e+00,1.624740152352208922e+00,7.561895217428900029e-01,4.767749805661243734e+00,2.287723841832305927e-01,2.690218623747151927e+00,7.359701356302676967e-01,1.796274389233360191e-01,1.162922426922444297e+00,2.028594442011528276e+00
1.659528627949624635e-01,7.232327954173339846e-01,8.007454349636256019e-02,1.183517695980568663e+00,5.209827532345434609e-01,1.178267598720010412e+00,2.017821157051188141e+00,2.919521733968990063e+00,2.150243452475496808e-01,1.056713685091751209e+01,2.253426917622905479e-01,1.822213178374342712e+00,4.293740402224461405e+00,1.635331778657656443e+00,7.327202716003304861e-01,4.762094069202579938e+00,1.157371301415999754e-01,2.677412938434946099e+00,7.669883470352467647e-01,8.758421161127895316e-02,1.154984889994729702e+00,2.068914725981498837e+00
1.311064424100136239e-01,7.218555816372888012e-01,7.773968734430569683e-02,1.181860701272033687e+00,5.209827531654698252e-01,1.167980154899434186e+00,2.015028192640204718e+00,2.916875703960033928e+00,2.071246215205866659e-01,1.057191397913866204e+01,1.640759987096564176e-01,1.816956574768888499e+00,4.286656089886840881e+00,1.578607244283382061e+00,7.430883791576484709e-01,4.759044304449194129e+00,1.137698181665286606e-01,2.673746250701972027e+00,7.029117741990490442e-01,9.837319095681291981e-02,1.155871667778838985e+00,2.051608225493304349e+00
4.308962055085056031e-01,7.356726612411625954e-01,2.204526331823039309e-01,1.220508736156463714e+00,6.283361706507556432e-01,1.184087116055410283e+00,2.052535007763046870e+00,2.953241613480773076e+00,4.273654194661350436e-01,1.066036284926042832e+01,2.236891298043316711e-01,1.884699057905944386e+00,4.302910496126354012e+00,1.668339958294521530e+00,8.745697112505514959e-01,4.766386411516330135e+00,3.897238415718801141e-01,2.718808178823342470e+00,8.729569059225730232e-01,4.009312420879831418e-01,1.243317069051373513e+00,2.172347798369995253e+00
1.434910304881469867e-01,7.224895642682963581e-01,7.887688512113728845e-02,1.182622787543262000e+00,6.602839953733279366e-01,1.170769160354395710e+00,2.025759669703153243e+00,2.928423172406648511e+00,2.086749120255816103e-01,1.056873919218590885e+01,1.637272448898822175e-01,1.851636521193068985e+00,4.300196879199568833e+00,1.557577294147169056e+00,7.734238394254444593e-01,4.762832293677051076e+00,1.562431802933221259e-01,2.679058683379807349e+00,7.144987519176275725e-01,1.255942637043342969e-01,1.159902050515937200e+00,1.999148558184075997e+00
2.180026354881806905e-01,7.307201569022486742e-01,1.081050138167106711e-01,1.195016708269168060e+00,8.165643471232658657e-01,1.217453178410154768e+00,2.093772249720151635e+00,2.984426360813129175e+00,4.030741321873548832e-01,1.061290727991506522e+01,2.792928206646207445e-01,2.014525885539345751e+00,4.461363981624641539e+00,1.662770286827881527e+00,7.959658324594467427e-01,4.779217407617151636e+00,2.433610825604390071e-01,2.703030728583927900e+00,7.632485931332686491e-01,2.094500034541843803e-01,1.200230331916268600e+00,2.067630692861095909e+00
3.121899632184890749e-01,7.490072785864537730e-01,1.569828662055694768e-01,1.210592725570236894e+00,9.849191013517488713e-01,1.226786067516146606e+00,2.148211063271546539e+00,3.028596850510947291e+00,5.779318431407589607e-01,1.057788735346738029e+01,4.832323976368509411e-01,2.117509306270532576e+00,4.541470055650325577e+00,1.801513634452831525e+00,8.293858970950844789e-01,4.796165958478311175e+00,2.918189031413663814e-01,2.727828281586600845e+00,8.530570208805059451e-01,2.702659398856975259e-01,1.219183713393612312e+00,2.188493822674239642e+00
3.070155480294631256e-01,7.442308563787077835e-01,1.470627340494972957e-01,1.210155085146904286e+00,9.686760375828972203e-01,1.254205709184284645e+00,2.130724010118561385e+00,3.009263614339332094e+00,5.633974256806431047e-01,1.061083622286960626e+01,4.712053235433646958e-01,2.028797831525495976e+00,4.494022925086660791e+00,1.783686072257281818e+00,8.257287433393729614e-01,4.798509113108405444e+00,3.123149735171070196e-01,2.727950058745535422e+00,8.191682031457674373e-01,2.785555171119897810e-01,1.231520647139699998e+00,2.224399318185914520e+00
8.116658512604865150e-01,1.014914817107100742e+00,6.818260042383408326e-01,1.491711493383186760e+00,1.208837399572815219e+00,1.297824568900900921e+00,2.321949372501732611e+00,3.217481608081197209e+00,7.601323785615605733e-01,1.064278795222179319e+01,7.445269349527697811e-01,2.254062103685387619e+00,4.698339614050370372e+00,2.129841188813438979e+00,1.108544954054531351e+00,5.011927420984889636e+00,6.826543759797539801e-01,2.959031567360959514e+00,1.140808229283037045e+00,5.464130696477257354e-01,1.468313860255681336e+00,2.461703623659883711e+00
2.678202224453046787e-01,5.840262535938109956e-01,1.643976343210519497e-01,1.049245291322768781e+00,9.116989018395755817e-01,1.248867082919369098e+00,1.986161374223700316e+00,2.852605606669501803e+00,6.529732948734662257e-01,1.062009204989695377e+01,5.111532702691156116e-01,1.912605143666479268e+00,4.317167749371909835e+00,1.826732599847264105e+00,7.107775267252761653e-01,4.632609123665046624e+00,2.814037154032482668e-01,2.555243314247347630e+00,7.216192188311664202e-01,2.703805574491712216e-01,1.073948164282501283e+00,2.138558670545402940e+00
2.332813170647483059e-01,7.366155621824801436e-01,1.401293268618755972e-01,1.201925031168867397e+00,9.955251979058317158e-01,1.233948958624639047e+00,2.161266028352201829e+00,3.017410981069100107e+00,7.085355575530205563e-01,1.074264245028467002e+01,4.065737145884999459e-01,1.992166723631402681e+00,4.371659298839990271e+00,1.776405199678219526e+00,8.782363112843672992e-01,4.784065185799391884e+00,2.976750747320792700e-01,2.711580898378527671e+00,7.992588433767724432e-01,2.628097875950777818e-01,1.230929771446833021e+00,2.111102175624888666e+00
2.704559573562546060e-01,7.349244900319711338e-01,1.234142262779941990e-01,1.198336435442629799e+00,9.191907943825768923e-01,1.253204088003095684e+00,2.101207138353009096e+00,3.013394040196787582e+00,5.946554520422151491e-01,1.055078470339588570e+01,4.399961491134075642e-01,1.972421403477077062e+00,4.481484858541869620e+00,1.747914409019828863e+00,7.959760197710412655e-01,4.786084753957673854e+00,2.547911807996003919e-01,2.705805773524287527e+00,8.125728140600327887e-01,2.558327219497140703e-01,1.194338425784215341e+00,2.118344908294568452e+00
