1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.555322130496021860e-02,2.631423190559702974e-01,3.886984373567550777e-02,4.407558740187278445e-01,2.604913764692197153e-01,3.551043233589811776e-01,8.035182939217906384e-01,8.003992294354638215e-01,1.035623106572955560e-01,2.809367670194287570e+00,2.799716019971428688e-02,5.499385564258294501e-01,1.123051586276697433e+00,5.056170172190355139e-01,2.350385096524897355e-01,1.204340860142652403e+00,3.559677608300993584e-02,6.957192402201509696e-01,2.330472062955300794e-01,6.263118885810997627e-02,4.029046548788293158e-01,6.492011390860040754e-01
6.555322132480063957e-02,2.902117113182423047e-01,3.886984375138685666e-02,4.265191647689090537e-01,2.555204863646974300e-01,4.525163200623851800e-01,1.002552028503289394e+00,8.930534788594355344e-01,1.027664136959823976e-01,5.280883027974385691e+00,6.066244048649112319e-02,5.526060973572549662e-01,1.150539684684159125e+00,6.043245643168267955e-01,3.156383580863000859e-01,1.213104261924398353e+00,3.607570677057264641e-02,7.818383532272712433e-01,1.700194577831922182e-01,1.043853125125560194e-01,4.133431861168789800e-01,6.805167327420322820e-01
6.555335177590486395e-02,2.378104002539740136e-01,3.886985842776564254e-02,4.053508974823961664e-01,1.725050327798141325e-01,3.209930299045214985e-01,1.002552038287357616e+00,7.781235072181702517e-01,1.035623478219395849e-01,5.286384240933091228e+00,6.263119160634884885e-02,8.839860779667839674e-01,1.112143405249090833e+00,5.127083334932046599e-01,2.425370277572482525e-01,2.376224994510467869e+00,3.464715838637513756e-02,7.051902145689372681e-01,3.623396560581420567e-01,4.175413441293780031e-02,3.611505452586903364e-01,6.492011692034270753e-01
6.555323149301045538e-02,2.907520405517193818e-01,3.886985034436571396e-02,4.269051870797668236e-01,2.604913798598969543e-01,3.835947183498574775e-01,1.002552030179590492e+00,8.031269154060975968e-01,1.035623158319797649e-01,5.292723216222247729e+00,5.268506602056519800e-02,8.939348774230801986e-01,2.051278563248274622e+00,4.160960792852159695e-01,3.147151143995218225e-01,2.376225023219152188e+00,3.628819548637754466e-02,1.071570814572432973e+00,3.392112297106854579e-01,6.217829642751833419e-02,3.924661266286005312e-01,5.806866244877426642e-01
6.555324173215434924e-02,2.430950950754357243e-01,3.886985729779825205e-02,4.207275622884150135e-01,2.658345496567540711e-01,3.641178707005278681e-01,1.005332334368753022e+00,1.377698512266478215e+00,1.035623289960601046e-01,5.283463948718569725e+00,4.151692260359327730e-02,8.851784698842946053e-01,2.134167548215297749e+00,7.549877925452289640e-01,3.147151306492612655e-01,2.376224993112856954e+00,3.628759473936209179e-02,1.333126916951143492e+00,3.420293272079162339e-01,2.550556274822142477e-02,3.369257425516131721e-01,1.047877537845370632e+00
6.555322360484548694e-02,3.609277914486916927e-01,3.886984528554267987e-02,4.948556065348642119e-01,2.841441952644173652e-01,3.641178673132604016e-01,1.002770865426149349e+00,1.453846209088120789e+00,1.094015259537659962e-01,5.283626745774393285e+00,6.089160159637892894e-02,9.263620994921422103e-01,2.174626747477550914e+00,7.559711102889514756e-01,2.393026287324673262e-01,2.376709741385128360e+00,4.887354423955897476e-02,1.339791162341566588e+00,3.427541879409115033e-01,1.043853129988712852e-01,6.179157471763215836e-01,1.068754590724791731e+00
1.116859976260400206e-01,3.609278070623654355e-01,6.718030194719538939e-02,6.006815641148788298e-01,2.989699920702784119e-01,5.102573224100762639e-01,1.026741556530341493e+00,1.484133577531365100e+00,1.269514227182509392e-01,5.290406815887852332e+00,7.241065712144696687e-02,9.095767715317907287e-01,2.160047426418183480e+00,7.564529604008675134e-01,3.809474997387543027e-01,2.385357837496682620e+00,1.165982320280175705e-01,1.345162144809384452e+00,3.477928525397032677e-01,1.232255095083281821e-01,6.745724381027239369e-01,1.104881961425083103e+00
1.001083736963097603e-01,3.609278131592433825e-01,6.029312485707368635e-02,5.929604189650488077e-01,2.879691133040284123e-01,3.363475917573370277e-01,1.008020007477175017e+00,1.461964786862469667e+00,1.035657023733444065e-01,5.290682061180400630e+00,8.856566145553868008e-02,8.998009455056900086e-01,2.193993846840020634e+00,7.835858442831288295e-01,3.814496861260835425e-01,2.379699566157740254e+00,7.375010982509259960e-02,1.337965697724087688e+00,3.530409503971350116e-01,8.322573797209605051e-02,6.592876093426555117e-01,1.068386289308415282e+00
9.766043212515421179e-02,2.430950840943809643e-01,4.551794014644303110e-02,5.921910827388686682e-01,2.755454346317569581e-01,5.465585973195069558e-01,1.013724391973158445e+00,1.460441436030335494e+00,1.035623149307248192e-01,5.286681754959797530e+00,1.168453825715445871e-01,8.885120064801262929e-01,2.160523336007080797e+00,7.890055834780661526e-01,3.637844243564297697e-01,2.380995270029027111e+00,5.884197037671264757e-02,1.338014621999693121e+00,3.817322378149009543e-01,6.263118562335225070e-02,6.387928064214384305e-01,1.110508712324561387e+00
