,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,509.24108014417965,287.1032865085212,0.0,323.97409342102344,0.0,61.95846377005712,0.0,39.87783601530788
