,Obj Value,Regup Value,RegUpDispatch Value,Regdown Value,RegdownDispatch Value,Cost of Charging,Cost of RD,Degradation Cost
0,437.38325470434853,234.25274193071994,0.0,300.20307456765465,0.0,59.10073935478229,0.0,37.971822439243795
